job_id,rows,ndcg@5,precision@5,recall@5,ndcg@10,precision@10,recall@10,ndcg@15,precision@15,recall@15,ndcg@20,precision@20,recall@20,map,mrr
job_ext_01308,50,0.7642937333139902,0.6,0.21428571428571427,0.7380573038437483,0.5,0.35714285714285715,0.7643753400697331,0.5333333333333333,0.5714285714285714,0.8071370215339374,0.5,0.7142857142857143,0.5854752498387449,1.0
job_ext_01321,50,0.9999999999999999,1.0,0.14285714285714285,0.9974364854157636,1.0,0.2857142857142857,0.9845802798214633,1.0,0.42857142857142855,0.9852140439936294,0.95,0.5428571428571428,0.9484989000038754,1.0
job_ext_01374,50,0.9634829125393233,1.0,0.21739130434782608,0.7390561275479856,0.7,0.30434782608695654,0.7327841389029708,0.7333333333333333,0.4782608695652174,0.726965416024525,0.65,0.5652173913043478,0.7428326080551301,1.0
job_ext_01407,50,1.0,1.0,0.2777777777777778,0.9636470053972022,0.9,0.5,0.9540677437368461,0.8666666666666667,0.7222222222222222,0.9686777034081596,0.8,0.8888888888888888,0.9289374127971741,1.0
job_ext_01445,50,0.9999999999999999,1.0,0.10204081632653061,1.0,1.0,0.20408163265306123,1.0,1.0,0.30612244897959184,0.9999999999999999,1.0,0.40816326530612246,1.0,1.0
job_ext_01487,50,0.7227265726449517,0.6,0.13636363636363635,0.5423640154200349,0.4,0.18181818181818182,0.565046072325741,0.4666666666666667,0.3181818181818182,0.636123193195302,0.55,0.5,0.5707032613707702,1.0
job_ext_01490,50,0.5222116729916328,0.8,0.26666666666666666,0.6106507408415144,0.8,0.5333333333333333,0.6195771849811367,0.6666666666666666,0.6666666666666666,0.654995851292529,0.55,0.7333333333333333,0.6962277537277538,0.5
job_ext_01494,50,0.9999999999999999,1.0,0.18518518518518517,0.9986493422665558,1.0,0.37037037037037035,0.9989049657232951,1.0,0.5555555555555556,0.9990262799598558,1.0,0.7407407407407407,0.9860542160295062,1.0
job_ext_01557,50,0.9999999999999999,1.0,0.11627906976744186,1.0,1.0,0.23255813953488372,1.0,1.0,0.3488372093023256,0.9919154272129199,1.0,0.46511627906976744,0.9916845795074304,1.0
job_ext_01590,50,0.9999999999999999,1.0,0.10638297872340426,0.9840948029502621,1.0,0.2127659574468085,0.9642468794430741,1.0,0.3191489361702128,0.9277387640400381,1.0,0.425531914893617,1.0,1.0
job_ext_01593,50,0.9620829248896914,0.8,0.8,0.9620829248896914,0.4,0.8,0.9871704503523563,0.3333333333333333,1.0,0.9871704503523563,0.25,1.0,0.8714285714285713,1.0
job_ext_01675,50,0.9233154151616565,0.8,0.5,0.9038892684913092,0.5,0.625,0.9275632050447411,0.4,0.75,0.9275632050447411,0.3,0.75,0.7451099625012668,1.0
job_ext_01727,50,0.884205125747626,0.8,0.6666666666666666,0.8901522665679332,0.5,0.8333333333333334,0.9291162073895542,0.4,1.0,0.9291162073895542,0.3,1.0,0.7583333333333333,1.0
job_ext_01744,50,0.9622444836779347,1.0,0.1282051282051282,0.9548114065310386,1.0,0.2564102564102564,0.9352382931239148,1.0,0.38461538461538464,0.9421000386433762,1.0,0.5128205128205128,0.9448032584120464,1.0
job_ext_01769,50,0.9999999999999999,1.0,0.19230769230769232,1.0,1.0,0.38461538461538464,0.9893369238575872,1.0,0.5769230769230769,0.9567462526341697,0.95,0.7307692307692307,0.9493501716534936,1.0
job_ext_01829,50,0.7422329748991158,0.6,0.375,0.8009594405100435,0.5,0.625,0.8290432581489035,0.4,0.75,0.8814799162990425,0.4,1.0,0.5941990392648288,1.0
job_ext_01896,50,0.9999999999999999,1.0,0.10638297872340426,1.0,1.0,0.2127659574468085,0.967217116262869,1.0,0.3191489361702128,0.9384300696237428,1.0,0.425531914893617,0.9945274265693095,1.0
job_ext_02054,50,1.0,1.0,0.625,0.9399423611198874,0.6,0.75,0.9399423611198874,0.4,0.75,0.9399423611198874,0.3,0.75,0.8020009881422925,1.0
job_ext_02076,50,0.8892206567166584,0.8,0.15384615384615385,0.773897617122746,0.7,0.2692307692307692,0.7973683696205702,0.7333333333333333,0.4230769230769231,0.8256443960554092,0.75,0.5769230769230769,0.7360649257951818,1.0
job_ext_02098,50,0.9999999999999999,1.0,0.10416666666666667,1.0,1.0,0.20833333333333334,1.0,1.0,0.3125,0.9999999999999999,1.0,0.4166666666666667,1.0,1.0
job_ext_02131,50,0.8407291354161153,1.0,0.14285714285714285,0.8580545916254293,0.9,0.2571428571428571,0.9135235407211288,0.9333333333333333,0.4,0.9327994042129316,0.95,0.5428571428571428,0.9433986402344331,1.0
job_ext_02226,50,0.9999999999999999,1.0,0.13513513513513514,0.9324908198914897,1.0,0.2702702702702703,0.9693709819132429,1.0,0.40540540540540543,0.9538597118931886,1.0,0.5405405405405406,0.9766657299363177,1.0
job_ext_02246,50,0.9999999999999999,1.0,0.10638297872340426,1.0,1.0,0.2127659574468085,1.0,1.0,0.3191489361702128,0.9999999999999999,1.0,0.425531914893617,1.0,1.0
job_pair_00017,50,0.3867724084309496,0.6,0.375,0.3832188146415537,0.4,0.5,0.3832188146415537,0.26666666666666666,0.5,0.3832188146415537,0.2,0.5,0.41863344988344986,0.5
